Event;Timestamp;Framecount;SessionID;Email;EventType;MotorSpaceWidth;MotorSpaceHeight;MotorSpaceMultiplier;MotorSpaceCenterPositionX;MotorSpaceCenterPositionY;MotorSpaceCenterPositionZ;MotorSpaceGainX;MotorSpaceGainY;MotorSpaceName;TimeSinceLastEvent;PupilTime;UnityToPupilTimeOffset;GameId;RightControllerMain;MirrorEffect;EyePatch;ControllerOffset;PrismOffset;DualTask;HideWall;HideWallAmount;GeometricMirror;ControllerSmoothed;ControllerAimAssistState;GameState;GameDuration;GameSpeed;GameTimeSpent;GameTimeLeft;ParticipantId;TestId;WallRowCount;WallColumnCount;WallSizeX;WallSizeY;WallSizeZ;WallBoundsXMin;WallBoundsYMin;WallBoundsZMin;WallBoundsXMax;WallBoundsYMax;WallBoundsZMax;WallCenterX;WallCenterY;WallCenterZ;WallCurveRatioX;WallCurveRatioY;PlayedPattern;MolePositionWorldX;MolePositionWorldY;MolePositionWorldZ;MolePositionLocalX;MolePositionLocalY;MolePositionLocalZ;MoleSize;MoleLifeTime;MoleId;MoleSpawnOrder;MoleIndexX;MoleIndexY;MoleNormalizedIndexX;MoleNormalizedIndexY;RightControllerPosWorldX;RightControllerPosWorldY;RightControllerPosWorldZ;RightControllerRotEulerX;RightControllerRotEulerY;RightControllerRotEulerZ;RightControllerPosTravelX;RightControllerPosTravelY;RightControllerPosTravelZ;RightControllerRotTravelX;RightControllerRotTravelY;RightControllerRotTravelZ;HeadCameraPosWorldX;HeadCameraPosWorldY;HeadCameraPosWorldZ;HeadCameraRotEulerX;HeadCameraRotEulerY;HeadCameraRotEulerZ;HeadCameraRotTravelX;HeadCameraRotTravelY;HeadCameraRotTravelZ;LeftControllerPosWorldX;LeftControllerPosWorldY;LeftControllerPosWorldZ;LeftControllerRotEulerX;LeftControllerRotEulerY;LeftControllerRotEulerZ;LeftControllerPosTravelX;LeftControllerPosTravelY;LeftControllerPosTravelZ;LeftControllerRotTravelX;LeftControllerRotTravelY;LeftControllerRotTravelZ;RightControllerLaserPosWorldX;RightControllerLaserPosWorldY;RightControllerLaserPosWorldZ;RightControllerLaserRotEulerX;RightControllerLaserRotEulerY;RightControllerLaserRotEulerZ;RightControllerLaserPosTravelX;RightControllerLaserPosTravelY;RightControllerLaserPosTravelZ;CurrentMoleToHitId;CurrentMoleToHitIndexX;CurrentMoleToHitIndexY;CurrentMoleToHitPositionWorldX;CurrentMoleToHitPositionWorldY;CurrentMoleToHitPositionWorldZ;CurrentMoleToHitPositionLocalX;CurrentMoleToHitPositionLocalY;CurrentMoleToHitPositionLocalZ;LastShotControllerRawPointingDirectionX;LastShotControllerRawPointingDirectionY;LastShotControllerRawPointingDirectionZ;MoleActivatedDuration;MoleSurfaceHitLocationX;MoleSurfaceHitLocationY;HitPositionWorldX;HitPositionWorldY;HitPositionWorldZ;ClosestActiveMoleDistanceX;ClosestActiveMoleDistanceY
Wall Size Update;2021-11-10 13:19:49.8631;0;;anonymous;MotorSpaceEvent;0.2000;0.1500;1.0000;0.2200;1.5000;1.5000;-1.0000;-1.0000;MotorSpaceR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorSpace Size Update;2021-11-10 13:19:49.9328;1;1b06cfbc5d7903a36f6522f46c2f43ac;anonymous;MotorSpaceEvent;0.6000;0.4000;1.0000;0.2200;1.5000;1.5000;-1.0000;-1.0000;MotorSpaceR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorSpace Size Update;2021-11-10 13:19:49.9348;1;1b06cfbc5d7903a36f6522f46c2f43ac;anonymous;MotorSpaceEvent;0.6000;0.4000;1.0000;0.2200;1.0000;1.5000;1.6667;2.5000;MotorSpaceR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
MotorSpace Size Update;2021-11-10 13:19:49.9358;1;1b06cfbc5d7903a36f6522f46c2f43ac;anonymous;MotorSpaceEvent;0.6000;0.4000;1.0000;-0.2200;1.0000;0.0000;-1.0000;-1.0000;MotorSpaceL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Wall Size Update;2021-11-10 13:23:08.4013;17440;1b06cfbc5d7903a36f6522f46c2f43ac;steffen@98243646.dk;MotorSpaceEvent;0.6000;0.4000;1.0000;0.2200;1.0000;1.5000;1.6667;2.5000;MotorSpaceR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CountDown 3;2021-11-10 13:23:45.7262;20780;1b06cfbc5d7903a36f6522f46c2f43ac;steffen@98243646.dk;GameEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;235.3199;178312.447707;178075.024586761;NULL;False;False;None;0;0;False;None;-1;False;True;None;Stopped;180;Normal;0;180;0;0;7;9;5;3.2;3;5;3.2;3;5;3.2;3;0;0;0;0.6;0.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CountDown 2;2021-11-10 13:23:46.7110;20869;1b06cfbc5d7903a36f6522f46c2f43ac;steffen@98243646.dk;GameEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.9922;178313.433121;178075.024586761;NULL;False;False;None;0;0;False;None;-1;False;True;None;Stopped;180;Normal;0;180;0;0;7;9;5;3.2;3;5;3.2;3;5;3.2;3;0;0;0;0.6;0.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CountDown 1;2021-11-10 13:23:47.7096;20958;1b06cfbc5d7903a36f6522f46c2f43ac;steffen@98243646.dk;GameEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;0.9976;178314.431223;178075.024586761;NULL;False;False;None;0;0;False;None;-1;False;True;None;Stopped;180;Normal;0;180;0;0;7;9;5;3.2;3;5;3.2;3;5;3.2;3;0;0;0;0.6;0.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
CountDown 0;2021-11-10 13:23:48.7123;21048;1b06cfbc5d7903a36f6522f46c2f43ac;steffen@98243646.dk;GameEvent;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;1.0030;178315.433924;178075.024586761;NULL;False;False;None;0;0;False;None;-1;False;True;None;Stopped;180;Normal;0;180;0;0;7;9;5;3.2;3;5;3.2;3;5;3.2;3;0;0;0;0.6;0.4;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
Wall Size Update;2021-11-10 13:23:49.6297;21130;1b06cfbc5d7903a36f6522f46c2f43ac;steffen@98243646.dk;MotorSpaceEvent;0.6000;0.4000;1.0000;0.2200;1.0000;1.5000;1.6667;2.5000;MotorSpaceR;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL;NULL
